Code_bom,ID_Produs,Cantitate_Produsa,ID_Componenta,Cantitate_Necesara,Unitatea_Masura
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00127,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00128,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00155,0.5,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00155,0.21,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00211,0.71,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00212,6.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00213,5.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00215,5.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00218,2.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00224,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00546,4.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00646,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00650,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00966,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_31242,6.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00013,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00015,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00019,2.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00129,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00295,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00042,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00058,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00059,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00130,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00439,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00281,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00188,2.4,mp
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00191,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00349,3.61,m
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00365,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_01079,1.1,m
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00057,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00073,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00074,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00343,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00160,2.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00264,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00368,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,EVI_00301,1.0,Units
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00206,1.91,m
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_00342,0.09,kg
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_06975,0.02,kg
SPC3-070B-T1/12_1,SPC3-070B-T1/12,1.0,E_08050,1.0,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00379,0.6,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00459,5.0,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00463,1.0,set
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00605,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00609,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_01205,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00753,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00178,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00266,8.1,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,Maux_32332,0.15,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00078,5.6,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00080,0.05,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00169,4.2,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00187,0.4,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00380,3.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00381,3.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00658,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00659,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00660,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00661,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00662,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00663,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00664,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00665,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00667,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00686,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00102,6.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00106,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00116,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00120,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00121,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00122,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00123,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00124,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00125,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00126,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00127,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00128,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00205,0.1,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00224,4.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00258,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00259,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00327,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00636,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00642,4.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00646,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00650,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_04469,0.29,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00002,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00003,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00004,10.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00013,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00015,10.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00017,4.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00019,26.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00020,4.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00129,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00295,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00296,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00363,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00396,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,Mpr_02641,0.05,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00653,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00058,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00130,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00238,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00385,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00425,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00426,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00427,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00429,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00188,1.35,mp
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00326,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00367,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00368,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00726,1.21,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00750,0.25,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00761,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00762,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00763,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00764,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00765,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00766,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00767,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00768,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00769,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00770,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00771,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00772,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00773,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00774,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_01079,6.48,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_01121,5.52,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00029,9.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00057,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00073,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00074,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00115,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00152,2.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00232,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00246,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00264,3.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00350,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00390,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00250,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00251,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,EVI_00254,1.0,Units
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_00342,0.02,kg
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_06975,0.01,kg
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_08025,0.19,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,E_08050,11.32,m
CHHC-W7R-1A-4R1-T5/PX (K603)_1,CHHC-W7R-1A-4R1-T5/PX (K603),1.0,Mpr_03309,0.31,kg
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00379,0.6,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00459,5.0,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00463,1.0,set
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00605,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00609,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00735,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_01205,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00178,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00266,9.0,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00639,0.01,kg
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00639,0.01,kg
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00272,3.53,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00273,5.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,Maux_32332,0.15,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00078,2.0,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00080,0.05,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00169,5.2,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00187,0.4,m
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00380,3.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00381,3.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00658,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00659,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00660,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00661,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00662,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00663,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00664,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00665,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00667,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00686,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00102,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00106,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00120,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00121,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00122,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00123,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00124,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00125,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00126,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00127,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00128,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00099,6.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00100,5.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00101,6.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00170,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00205,0.1,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00205,0.12,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00224,6.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00258,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00259,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00531,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00636,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00642,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00646,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00650,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00651,4.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00748,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_04469,0.29,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_31244,2.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00002,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00003,4.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00004,6.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00013,4.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00015,7.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00017,3.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00019,19.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00129,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00150,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00295,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00296,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00298,4.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00396,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,E_00653,1.0,Units
CHHC-W7A-1A-070R2/1B_1,CHHC-W7A-1A-070R2/1B,1.0,EVI_00052,1.0,Units
